1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES
2178,New Jersey,NJ,04,H8NJ04154,,Steven ,Welzer,"Welzer, Steven ",,GRE,n/a,,,,3543,1.15576201023647%,,,,,
2179,New Jersey,NJ,04,n/a,,,,,District Votes:,,29932,,,,306551,,,,,,
2180,New Jersey,NJ,05,H8NJ05094,(I),Scott,Garrett,"Garrett, Scott",,R,19914,100%,,,172653,55.8734915390266%,,,,,
2181,New Jersey,NJ,05,n/a,,,,,Party Votes:,R,19914,,,,,,,,,,
2182,New Jersey,NJ,05,H8NJ05094,,Dennis ,Shulman ,"Shulman , Dennis ",,D,9390,61.1129189716889%,,,131033,42.4045409974531%,,,,,
2183,New Jersey,NJ,05,H6NJ05155,,Camile M,Abate,"Abate, Camile M",,D,4861,31.6368369671331%,,,,,,,,,
2184,New Jersey,NJ,05,H2NJ02060,,Roger,Bacon,"Bacon, Roger",,D,1114,7.250244061178%,,,,,,,,,
2185,New Jersey,NJ,05,n/a,,,,,Party Votes:,D,15365,,,,,,,,,,
2186,New Jersey,NJ,05,H8NJ05102,,Ed,Fanning,"Fanning, Ed",,GRE,n/a,,,,5321,1.72196746352024%,,,,,
2187,New Jersey,NJ,05,n/a,,,,,District Votes:,,35279,,,,309007,,,,,,
2188,New Jersey,NJ,06,H8NJ03073,(I),"Frank, Jr.",Pallone,"Pallone, Frank, Jr.",,D,18609,100%,,,164077,66.9491629161447%,,,,,
2189,New Jersey,NJ,06,n/a,,,,,Party Votes:,D,18609,,,,,,,,,,
2190,New Jersey,NJ,06,H8NJ06142,,Robert E.,McLeod,"McLeod, Robert E.",,R,3698,55.1446465851476%,,,77469,31.6100654080146%,,,,,
2191,New Jersey,NJ,06,H2NJ06111,,Peter ,Cerrato,"Cerrato, Peter ",,R,1946,29.0187891440501%,,,,,,,,,
2192,New Jersey,NJ,06,H8NJ06134,,James P.,Hogan,"Hogan, James P.",,R,1062,15.8365642708023%,,,,,,,,,
2193,New Jersey,NJ,06,n/a,,,,,Party Votes:,R,6706,,,,,,,,,,
2194,New Jersey,NJ,06,H6NJ06211,,Herb,Tarbous,"Tarbous, Herb",,RIN,n/a,,,,3531,1.44077167584065%,,,,,
2195,New Jersey,NJ,06,n/a,,,,,District Votes:,,25315,,,,245077,,,,,,
2196,New Jersey,NJ,07,H6NJ07128,,Linda,Stender,"Stender, Linda",,D,15776,100%,,,124818,42.2213051537743%,,,,,
2197,New Jersey,NJ,07,n/a,,,,,Party Votes:,D,15776,,,,,,,,,,
2198,New Jersey,NJ,07,H6NJ12136,,Leonard,Lance,"Lance, Leonard",,R,10094,39.4651444657309%,,,148461,50.2188561300012%,,,,,
2199,New Jersey,NJ,07,H8NJ07090,,Kate ,Whitman,"Whitman, Kate ",,R,5052,19.7521210462525%,,,,,,,,,
2200,New Jersey,NJ,07,H8NJ07132,,P. Kelly ,Hatfield,"Hatfield, P. Kelly ",,R,3902,15.2558939672362%,,,,,,,,,
2201,New Jersey,NJ,07,H8NJ07108,,Martin ,Marks,"Marks, Martin ",,R,3211,12.554247957149%,,,,,,,,,
2202,New Jersey,NJ,07,H8NJ07140,,Tom,Roughneen,"Roughneen, Tom",,R,1845,7.21351213981311%,,,,,,,,,
2203,New Jersey,NJ,07,H8NJ07080,,Darren ,Young ,"Young , Darren ",,R,1232,4.81682761856355%,,,,,,,,,
2204,New Jersey,NJ,07 ,H4NJ07073,,A.D. ,Amar,"Amar, A.D. ",,R,241,0.942252805254721%,,,,,,,,,
2205,New Jersey,NJ,07,n/a,,,,,Party Votes:,R,25577,,,,,,,,,,
2206,New Jersey,NJ,07,H8NJ07132,,Michael P.,Hsing,"Hsing, Michael P.",,HFC,n/a,,,,16419,5.55393941034002%,,,,,
2207,New Jersey,NJ,07,H8NJ07165,,Dean ,Greco,"Greco, Dean ",,ADB,n/a,,,,3259,1.10239896085621%,,,,,
2208,New Jersey,NJ,07,H6NJ07136,,Thomas D.,Abrams,"Abrams, Thomas D.",,PNW,n/a,,,,2671,0.903500345028211%,,,,,
2209,New Jersey,NJ,07,n/a,,,,,District Votes:,,41353,,,,295628,,,,,,
2210,New Jersey,NJ,08,H6NJ08118,(I),"Bill, Jr.",Pascrell,"Pascrell, Bill, Jr.",,D,19948,100%,,,159279,71.1111408748761%,,,,,
2211,New Jersey,NJ,08,n/a,,,,,Party Votes:,D,19948,,,,,,,,,,
2212,New Jersey,NJ,08,H8NJ08056,,Roland ,Straten,"Straten, Roland ",,R,5859,100%,,,63107,28.1745287651907%,,,,,
2213,New Jersey,NJ,08,n/a,,,,,Party Votes:,R,5859,,,,,,,,,,
2214,New Jersey,NJ,08,H8NJ08064,,Derek,DeMarco,"DeMarco, Derek",,LBT,n/a,,,,1600,0.71433035993321%,,,,,
2215,New Jersey,NJ,08,n/a,,,,,District Votes:,,25807,,,,223986,,,,,,
2216,New Jersey,NJ,09,H6NJ09165,(I),Steven R. ,Rothman,"Rothman, Steven R. ",,D,25418,100%,,,151182,67.5266319762378%,,,,,
2217,New Jersey,NJ,09,n/a,,,,,Party Votes:,D,25418,,,,,,,,,,
2218,New Jersey,NJ,09,H6NJ09215,,Vincent ,Micco,"Micco, Vincent ",,R,5797,100%,,,69503,31.0440628000983%,,,,,
2219,New Jersey,NJ,09,n/a,,,,,Party Votes:,R,5797,,,,,,,,,,
2220,New Jersey,NJ,09,H8NJ09112,,Michael,"Perrone, Jr.","Perrone, Jr., Michael",,IPR,n/a,,,,3200,1.42930522366393%,,,,,
2221,New Jersey,NJ,09,n/a,,,,,District Votes:,,31215,,,,223885,,,,,,
2222,New Jersey,NJ,10,H0NJ10026,(I),Donald M. ,Payne,"Payne, Donald M. ",,D,30764,100%,,,169945,98.9242867870053%,,,,,
2223,New Jersey,NJ,10,n/a,,,,,Party Votes:,D,30764,,,,,,,,,,
2224,New Jersey,NJ,10,H8NJ10128,,Michael,Taber,"Taber, Michael",,SWP,n/a,,,,1848,1.07571321299471%,,,,,
2225,New Jersey,NJ,10,n/a,,,,,District Votes:,,30764,,,,171793,,,,,,
2226,New Jersey,NJ,11,H2NJ05014,(I),Rodney,Frelinghuysen,"Frelinghuysen, Rodney",,R,24304,86.6916354556804%,,,189696,61.844215797504%,,,,,
2227,New Jersey,NJ,11,H8NJ11126,,Kate,Erber,"Erber, Kate",,R,3731,13.3083645443196%,,,,,,,,,
2228,New Jersey,NJ,11,n/a,,,,,Party Votes:,R,28035,,,,,,,,,,
2229,New Jersey,NJ,11,H6NJ11112,,Tom,Wyka,"Wyka, Tom",,D,10885,69.7220087112478%,,,113510,37.0062464953119%,,,,,
2230,New Jersey,NJ,11,H8NJ11092,,Ellen,Greenberg,"Greenberg, Ellen",,D,2456,15.731488598514%,,,,,,,,,
2231,New Jersey,NJ,11,H8NJ11118,,"Gary ""Harry""",Hager,"Hager, Gary ""Harry""",,D,2271,14.5465026902383%,,,,,,,,,
2232,New Jersey,NJ,11,n/a,,,,,Party Votes:,D,15612,,,,,,,,,,
2233,New Jersey,NJ,11,H8NJ11100,,Chandler,Tedholm,"Tedholm, Chandler",,FTP,n/a,,,,3526,1.14953770718412%,,,,,
2234,New Jersey,NJ,11,n/a,,,,,District Votes:,,43647,,,,306732,,,,,,
2235,New Jersey,NJ,12,H6NJ12144,(I),Rush,Holt,"Holt, Rush",,D,23653,100%,,,193732,63.1184554334157%,,,,,
2236,New Jersey,NJ,12,n/a,,,,,Party Votes:,D,23653,,,,,,,,,,
2237,New Jersey,NJ,12,H8NJ12074,,Alan R. ,Bateman ,"Bateman , Alan R. ",,R,9718,100%,,,108400,35.3170388422267%,,,,,
2238,New Jersey,NJ,12,n/a,,,,,Party Votes:,R,9718,,,,,,,,,,
2239,New Jersey,NJ,12,H8NJ12082,,David,Corsi,"Corsi, David",,CMS,n/a,,,,4802,1.56450572435768%,,,,,
2240,New Jersey,NJ,12,n/a,,,,,District Votes:,,33371,,,,306934,,,,,,
2241,New Jersey,NJ,13,H6NJ13191,(I),Albio,Sires,"Sires, Albio",,D,26527,100%,,,120382,75.3550794038297%,,,,,
2242,New Jersey,NJ,13,n/a,,,,,Party Votes:,D,26527,,,,,,,,,,
2243,New Jersey,NJ,13,H8NJ13106,,Joseph,Turula,"Turula, Joseph",,R,1739,100%,,,34735,21.7429406646511%,,,,,
2244,New Jersey,NJ,13,n/a,,,,,Party Votes:,R,1739,,,,,,,,,,
2245,New Jersey,NJ,13,H8NJ13114,,Julio A.,Fernandez,"Fernandez, Julio A.",,NSP,n/a,,,,3661,2.29166275437707%,,,,,
2246,New Jersey,NJ,13,H8NJ13122,,Louis,Vernotico,"Vernotico, Louis",,ETP,n/a,,,,975,0.610317177142213%,,,,,
2247,New Jersey,NJ,13,n/a,,,,,District Votes:,,28266,,,,159753,,,,,,
2248,New Jersey,NJ,H,n/a,,,,,Total House Votes:,,449125,,,,3437980,,,,,,
2249,New Jersey,NJ,S,S2NJ00080,(I),Frank,Lautenberg,"Lautenberg, Frank",,D,203012,58.9239896439228%,,,1951218,56.0301167714063%,,,,,
2250,New Jersey,NJ,S,S8NJ00392,,Robert E.,Andrews,"Andrews, Robert E.",,D,121777,35.3456282725552%,,,,,,,,,
2251,New Jersey,NJ,S,S2NJ00114,,Donald ,Cresitello,"Cresitello, Donald ",,D ,19743,5.73038208352199%,,,,,,,,,
2252,New Jersey,NJ,S,n/a,,,,,Party Votes:,D ,344532,,,,,,,,,,
2253,New Jersey,NJ,S,S6NJ00131,,Dick,Zimmer,"Zimmer, Dick",,R,84663,45.8170306031334%,,,1461025,41.9540007092718%,,,,,
2254,New Jersey,NJ,S,S8NJ00384,,Joseph ,Pennacchio,"Pennacchio, Joseph ",,R,74546,40.3420191032822%,,,,,,,,,
2255,New Jersey,NJ,S,S8NJ00285,,Murray ,Sabrin,"Sabrin, Murray ",,R,25576,13.8409502935844%,,,,,,,,,
2256,New Jersey,NJ,S,n/a,,,,,Party Votes:,R,184785,,,,,,,,,,
2257,New Jersey,NJ,S,S8NJ00434,,Jason,Scheurer,"Scheurer, Jason",,LBT,n/a,,,,18810,0.540137748047708%,,,,,
2258,New Jersey,NJ,S,S8NJ00145,,J. M.,Carter,"Carter, J. M.",,GWT,n/a,,,,15935,0.457580808885711%,,,,,
2259,New Jersey,NJ,S,S6NJ00313,,Daryl Mikell,Brooks,"Brooks, Daryl Mikell",,PPC,n/a,,,,15925,0.457293654314713%,,,,,
2260,New Jersey,NJ,S,S8NJ00418,,Jeffrey,Boss,"Boss, Jeffrey",,BFS,n/a,,,,10345,0.297061403697689%,,,,,
2261,New Jersey,NJ,S,S8NJ00426,,Sara J.,Lobman,"Lobman, Sara J.",,SWP,n/a,,,,9187,0.263808904376092%,,,,,
2262,New Jersey,NJ,S,n/a,,,,,Total Senate Votes:,,529317,,,,3482445,,,,,,
2263,New Mexico,NM,01,H8NM01224,,Martin T. ,Heinrich,"Heinrich, Martin T. ",,D,22341,43.5089974293059%,,,166271,55.6544471073384%,,,,,
2264,New Mexico,NM,01,H8NM01315,,Rebecca D. ,Vigil-Giron,"Vigil-Giron, Rebecca D. ",,D,12660,24.6552932928254%,,,,,,,,,
2265,New Mexico,NM,01,H8NM01257,,Michelle Lujan,Grisham,"Grisham, Michelle Lujan",,D,12074,23.5140609176599%,,,,,,,,,
2266,New Mexico,NM,01,H8NM01299,,Robert L. ,Pidcock,"Pidcock, Robert L. ",,D,4273,8.32164836020877%,,,,,,,,,
2267,New Mexico,NM,01,n/a,,,,,Party Votes:,D,51348,,,,,,,,,,
2268,New Mexico,NM,01,H8NM01273,,Darren ,White,"White, Darren ",,R,37060,81.7993201783428%,,,132485,44.3455528926616%,,,,,
2269,New Mexico,NM,01,H8NM01281,,Joseph J. ,Carraro,"Carraro, Joseph J. ",,R,8246,18.2006798216572%,,,,,,,,,
2270,New Mexico,NM,01,n/a,,,,,Party Votes:,R,45306,,,,,,,,,,
2271,New Mexico,NM,01,n/a,,,,,District Votes:,,96654,,,,298756,,,,,,
2272,New Mexico,NM,02,H8NM02032,,Harry ,Teague,"Teague, Harry ",,D,20281,52.1657492669376%,,,129572,55.9580569375346%,,,,,
2273,New Mexico,NM,02,H8NM02024,,Bill,McCamley,"McCamley, Bill",,D,18597,47.8342507330624%,,,,,,,,,
2274,New Mexico,NM,02,n/a,,,,,Party Votes:,D,38878,,,,,,,,,,
2275,New Mexico,NM,02,H2NM02134,,Edward R. ,Tinsley,"Tinsley, Edward R. ",,R,11510,31.6043823279058%,,,101980,44.0419430624655%,,,,,
2276,New Mexico,NM,02,H8NM02073,,Monty ,Newman,"Newman, Monty ",,R,7486,20.555204700843%,,,,,,,,,
2277,New Mexico,NM,02,H8NM02065,,Aubrey ,Dunn,"Dunn, Aubrey ",,R,7341,20.1570608748181%,,,,,,,,,
2278,New Mexico,NM,02,H6NM02077,,Greg ,Sowards,"Sowards, Greg ",,R,6468,17.7599604601994%,,,,,,,,,
2279,New Mexico,NM,02,H2NM02118,,C. Earl ,Greer,"Greer, C. Earl ",,R,3614,9.92339163623383%,,,,,,,,,
2280,New Mexico,NM,02,n/a,,,,,Party Votes:,R,36419,,,,,,,,,,
2281,New Mexico,NM,02,n/a,,,,,District Votes:,,75297,,,,231552,,,,,,
2282,New Mexico,NM,03,H8NM03196,,Ben R. ,Lujan,"Lujan, Ben R. ",,D,26775,41.5257917429201%,,,161292,56.7414109717229%,,,,,
2283,New Mexico,NM,03,H8NM03162,,Don,Wiviott,"Wiviott, Don",,D,16497,25.5854710133689%,,,,,,,,,
2284,New Mexico,NM,03,H8NM03204,,"Benny J., Jr.",Shendo,"Shendo, Benny J., Jr.",,D,10148,15.7387015726294%,,,,,,,,,
2285,New Mexico,NM,03,H8NM03170,,Harry B. ,Montoya,"Montoya, Harry B. ",,D,7234,11.219330624399%,,,,,,,,,
2286,New Mexico,NM,03,H8NM01240,,Jon ,Adams,"Adams, Jon ",,D,1979,3.06926393498558%,,,,,,,,,
2287,New Mexico,NM,03,H8NM03188,,Rudy ,Martin,"Martin, Rudy ",,D,1845,2.86144111169701%,,,,,,,,,
2288,New Mexico,NM,03,n/a,,,,,Party Votes:,D,64478,,,,,,,,,,
2289,New Mexico,NM,03,H8NM03212,,Daniel K.,East,"East, Daniel K.",,R,14767,53.8961275958977%,,,86618,30.4716138156182%,,,,,
2290,New Mexico,NM,03,H8NM03220,,Marco E. ,Gonzales,"Gonzales, Marco E. ",,R,12632,46.1038724041023%,,,,,,,,,
2291,New Mexico,NM,03,n/a,,,,,Party Votes:,R,27399,,,,,,,,,,
2292,New Mexico,NM,03,H8NM03030,,Carol,Miller,"Miller, Carol",,I,n/a,,,,36348,12.7869752126589%,,,,,
2293,New Mexico,NM,03,n/a,,,,,District Votes:,,91877,,,,284258,,,,,,
2294,New Mexico,NM,H,n/a,,,,,Total House Votes:,,263828,,,,814566,,,,,,
2295,New Mexico,NM,S,S8NM00184,,Tom,Udall,"Udall, Tom",,D,141629,100%,,,505128,61.3279912584229%,,,,,
2296,New Mexico,NM,S,n/a,,,,,Party Votes:,D,141629,,,,,,,,,,
2297,New Mexico,NM,S,S0NM00041,,Stevan E.,Pearce,"Pearce, Stevan E.",,R,57953,51.2894718210139%,,,318522,38.6720087415771%,,,,,
2298,New Mexico,NM,S,S8NM00168,,Heather A.,Wilson,"Wilson, Heather A.",,R,55039,48.7105281789861%,,,,,,,,,
2299,New Mexico,NM,S,n/a,,,,,Party Votes:,R,112992,,,,,,,,,,
2300,New Mexico,NM,S,n/a,,,,,Total Senate Votes:,,254621,,,,823650,,,,,,
2301,New York,NY,01,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,D,Unopposed,,,,141727,51.0468554716342%,,,162083,58.3786256352628%,
2302,New York,NY,01,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,IDP,Unopposed,,,,12919,4.65313120180377%,,,162083,58.3786256352628%,
2303,New York,NY,01,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,WF,Unopposed,,,,7437,2.6786389618248%,,,162083,58.3786256352628%,
2304,New York,NY,01,H8NY01148,,Lee M.,Zeldin,"Zeldin, Lee M.",,R,Unopposed,,,,100036,36.0307015174272%,,,115545,41.6166920591699%,
2305,New York,NY,01,H8NY01148,,Lee M.,Zeldin,"Zeldin, Lee M.",,CRV,Unopposed,,,,15509,5.58599054174275%,,,115545,41.6166920591699%,
2306,New York,NY,01,,,,,Scattered,,W,,,,,13,0.00468230556726132%,,,,,
2307,New York,NY,01,n/a,,,,,District Votes:,,,,,,277641,,,,,,
2308,New York,NY,02,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,D,Unopposed,,,,143759,59.6678730928229%,,,161279,66.9396344196703%,
2309,New York,NY,02,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,IDP,Unopposed,,,,11900,4.93915295602079%,,,161279,66.9396344196703%,
2310,New York,NY,02,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,WF,Unopposed,,,,5620,2.33260837082662%,,,161279,66.9396344196703%,
2311,New York,NY,02,H8NY02062,,Frank J.,Stalzer,"Stalzer, Frank J.",,R,Unopposed,,,,70145,29.1140238739561%,,,79641,33.0553849218867%,
2312,New York,NY,02,H8NY02062,,Frank J.,Stalzer,"Stalzer, Frank J.",,CRV,Unopposed,,,,9496,3.94136104793054%,,,79641,33.0553849218867%,
2313,New York,NY,02,,,,Scattered,Scattered,,W,,,,,12,0.00498065844304617%,,,,,
2314,New York,NY,02,n/a,,,,,District Votes:,,,,,,240932,,,,,,
2315,New York,NY,03,H2NY03089,(I),Peter T.,King,"King, Peter T.",,IDP,Unopposed,,,,10447,3.86492195795089%,,,172774,63.9186394527623%,
2316,New York,NY,03,H2NY03089,(I),Peter T.,King,"King, Peter T.",,CRV,Unopposed,,,,12983,4.80312834115789%,,,172774,63.9186394527623%,
2317,New York,NY,03,H2NY03089,(I),Peter T.,King,"King, Peter T.",,R,6847,88.4168388429752%,,,149344,55.2505891536535%,,,172774,63.9186394527623%,
2318,New York,NY,03,H8NY03045,,Robert,Previdi,"Previdi, Robert",,R,897,11.5831611570248%,,,,,,,,,
2319,New York,NY,03,n/a,,,,,Party Votes:,R,7744,,,,,,,,,,
2320,New York,NY,03,H8NY03144,,Graham E.,Long,"Long, Graham E.",,D,Unopposed,,,,93481,34.5837819040114%,,,97525,36.079880726444%,
2321,New York,NY,03,H8NY03144,,Graham E.,Long,"Long, Graham E.",,WF,Unopposed,,,,4044,1.4960988224326%,,,97525,36.079880726444%,
2322,New York,NY,03,,,,Scattered,Scattered,,W,,,,,4,0.00147982079370188%,,,,,
2323,New York,NY,03,n/a,,,,,District Votes:,,7744,,,,270303,,,,,,
2324,New York,NY,04,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,D,Unopposed,,,,151792,59.2310483823765%,,,164028,64.0056814856148%,
2325,New York,NY,04,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,IDP,Unopposed,,,,7318,2.85557086053436%,,,164028,64.0056814856148%,
2326,New York,NY,04,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,WF,Unopposed,,,,4918,1.91906224270401%,,,164028,64.0056814856148%,
2327,New York,NY,04,H8NY04076,,Jack M.,Martins,"Martins, Jack M.",,R,Unopposed,,,,84444,32.9510557183606%,,,92242,35.9939283024611%,
2328,New York,NY,04,H8NY04076,,Jack M.,Martins,"Martins, Jack M.",,CRV,Unopposed,,,,7798,3.04287258410043%,,,92242,35.9939283024611%,
2329,New York,NY,04,,,,Scattered,Scattered,,W,,,,,1,0.000390211924095977%,,,,,
2330,New York,NY,04,n/a,,,,,District Votes:,,,,,,256271,,,,,,
2331,New York,NY,05,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,D,Unopposed,,,,105836,66.6565897038633%,,,112724,70.9947221907317%,
2332,New York,NY,05,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,IDP,Unopposed,,,,4084,2.57214475557067%,,,112724,70.9947221907317%,
2333,New York,NY,05,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,WF,Unopposed,,,,2804,1.76598773129779%,,,112724,70.9947221907317%,
2334,New York,NY,05,H8NY05099,,Elizabeth,Berney,"Berney, Elizabeth",,R,Unopposed,,,,43039,27.1064001310005%,,,,,
2335,New York,NY,05,H4NY05064,,Jun,Policarpio,"Policarpio, Jun",,CRV,Unopposed,,,,3010,1.8957286273917%,,,,,
2336,New York,NY,05,,,,Scattered,Scattered,,W,,,,,5,0.00314905087606595%,,,,,
2337,New York,NY,05,n/a,,,,,District Votes:,,,,,,158778,,,,,,
2338,New York,NY,06,H8NY06048,(I),Gregory W.,Meeks,"Meeks, Gregory W.",,D,Unopposed,,,,141180,99.9815871846806%,,,,,
2339,New York,NY,06,,,,Scattered,Scattered,,W,,,,,26,0.0184128153194623%,,,,,
2340,New York,NY,06,n/a,,,,,District Votes:,,,,,,141206,,,,,,
2341,New York,NY,07,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,D,Unopposed,,,,113988,81.4543271807405%,,,118459,84.6492450389807%,
2342,New York,NY,07,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,WF,Unopposed,,,,4471,3.19491785824026%,,,118459,84.6492450389807%,
2343,New York,NY,07,H8NY07079,,"William E., Jr.",Britt,"Britt, William E., Jr.",,R,Unopposed,,,,19373,13.8436912698923%,,,21477,15.3471820267113%,
2344,New York,NY,07,H8NY07079,,"William E., Jr.",Britt,"Britt, William E., Jr.",,CRV,Unopposed,,,,2104,1.50349075681895%,,,21477,15.3471820267113%,
2345,New York,NY,07,,,,Scattered,Scattered,,W,,,,,5,0.00357293430802981%,,,,,
2346,New York,NY,07,n/a,,,,,District Votes:,,,,,,139941,,,,,,
2347,New York,NY,08,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,D,Unopposed,,,,152153,76.1294099399082%,,,160775,80.4434081686772%,
2348,New York,NY,08,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,WF,Unopposed,,,,8622,4.31399822876899%,,,160775,80.4434081686772%,
2349,New York,NY,08,H8NY08085,,Grace,Lin,"Lin, Grace",,R,Unopposed,,,,36897,18.4613306247842%,,,39062,19.5445834855224%,
2350,New York,NY,08,H8NY08085,,Grace,Lin,"Lin, Grace",,CRV,Unopposed,,,,2165,1.08325286073821%,,,39062,19.5445834855224%,
2351,New York,NY,08,,,,Scattered,Scattered,,W,,,,,24,0.0120083458003312%,,,,,
2352,New York,NY,08,n/a,,,,,District Votes:,,,,,,199861,,,,,,
2353,New York,NY,09,H8NY09091,(I),Anthony D.,Weiner,"Weiner, Anthony D.",,D,Unopposed,,,,106097,87.9823201121164%,,,112205,93.0474587234325%,
2354,New York,NY,09,H8NY09091,(I),Anthony D.,Weiner,"Weiner, Anthony D.",,WF,Unopposed,,,,6108,5.06513861131612%,,,112205,93.0474587234325%,
2355,New York,NY,09,H2NY09078,,Alfred F.,Donohue,"Donohue, Alfred F.",,CRV,Unopposed,,,,8378,6.94756569836386%,,,,,
2356,New York,NY,09,,,,Scattered,Scattered,,W,,,,,6,0.00497557820365042%,,,,,
2357,New York,NY,09,n/a,,,,,District Votes:,,,,,,120589,,,,,,
2358,New York,NY,10,H2NY11017,(I),Edolphus,Towns,"Towns, Edolphus",,D,24405,67.8500931357558%,,,155090,94.1828759511505%,,,,,
2359,New York,NY,10,H6NY10093,,Kevin,Powell,"Powell, Kevin",,D,11558,32.1332258333565%,,,,,,,,,
2360,New York,NY,10,,,,Scattered,Scattered,,W(D),6,0.0166810308877089%,,,,,,,,,
2361,New York,NY,10,n/a,,,,,Party Votes:,D,35969,,,,,,,,,,
2362,New York,NY,10,H8NY10073,,Salvatore,Grupico,"Grupico, Salvatore",,R,Unopposed,,,,8204,4.98211563803752%,,,9565,5.80862214503033%,
2363,New York,NY,10,H8NY10073,,Salvatore,Grupico,"Grupico, Salvatore",,CRV,Unopposed,,,,1361,0.826506506992816%,,,9565,5.80862214503033%,
2364,New York,NY,10,,,,Scattered,Scattered,,W,,,,,14,0.00850190381917665%,,,,,
2365,New York,NY,10,n/a,,,,,District Votes:,,35969,,,,164669,,,,,,
2366,New York,NY,11,H4NY11138,(I),Yvette D.,Clarke,"Clarke, Yvette D.",,D,Unopposed,,,,158235,87.0666886761307%,,,168562,92.7489820622868%,
2367,New York,NY,11,H4NY11138,(I),Yvette D.,Clarke,"Clarke, Yvette D.",,WF,Unopposed,,,,10327,5.68229338615605%,,,168562,92.7489820622868%,
2368,New York,NY,11,H8NY11055,,Hugh C.,Carr,"Carr, Hugh C.",,R,Unopposed,,,,11644,6.40695499064598%,,,,,
2369,New York,NY,11,H0NY11060,,Cartrell,Gore,"Gore, Cartrell",,CRV,Unopposed,,,,1517,0.83470892483768%,,,,,
2370,New York,NY,11,,,,Scattered,Scattered,,W,,,,,17,0.00935402222955871%,,,,,
2371,New York,NY,11,n/a,,,,,District Votes:,,,,,,181740,,,,,,
2372,New York,NY,12,H2NY00010,(I),Nydia M.,Velazquez,"Velazquez, Nydia M.",,D,Unopposed,,,,115633,84.5214861595363%,,,123053,89.9451059506319%,
2373,New York,NY,12,H2NY00010,(I),Nydia M.,Velazquez,"Velazquez, Nydia M.",,WF,Unopposed,,,,7420,5.42361979109562%,,,123053,89.9451059506319%,
2374,New York,NY,12,H6NY12115,,Allen E.,Romaguera,"Romaguera, Allen E.",,R,Unopposed,,,,12486,9.12659254873583%,,,13748,10.0490464808602%,
2375,New York,NY,12,H6NY12115,,Allen E.,Romaguera,"Romaguera, Allen E.",,CRV,Unopposed,,,,1262,0.922453932124349%,,,13748,10.0490464808602%,
2376,New York,NY,12,,,,Scattered,Scattered,,W,,,,,8,0.0058475685079198%,,,,,
2377,New York,NY,12,n/a,,,,,District Votes:,,,,,,136809,,,,,,
2378,New York,NY,13,H8NY13077,,Michael E.,McMahon,"McMahon, Michael E.",,WF,Unopposed,,,,6579,3.50981082551775%,,,114219,60.9343490925387%,
2379,New York,NY,13,H8NY13077,,Michael E.,McMahon,"McMahon, Michael E.",,D,12805,75.6573116691285%,,,107640,57.4245382670209%,,,,,
2380,New York,NY,13,H6NY13071,,Stephen A.,Harrison,"Harrison, Stephen A.",,D,3992,23.5864106351551%,,,,,,,,,
2381,New York,NY,13,,,,Scattered,Scattered,,W(D),128,0.756277695716396%,,,,,,,,,
2382,New York,NY,13,n/a,,,,,Party Votes:,D,16925,,,,,,,,,,
2383,New York,NY,13,H8NY13127,,Robert A.,Straniere,"Straniere, Robert A.",,R,4206,55.9531728083012%,,,62441,33.3114603672524%,,,,,
2384,New York,NY,13,H8NY13085,,Jamshad I.,Wyne,"Wyne, Jamshad I.",,R,2702,35.9451909006253%,,,,,,,,,
2385,New York,NY,13,,,,Scattered,Scattered,,W(R),609,8.10163629107357%,,,,,,,,,
2386,New York,NY,13,n/a,,,,,Party Votes:,R,7517,,,,,,,,,,
2387,New York,NY,13,H8NY13135,,Timothy J.,Cochrane,"Cochrane, Timothy J.",,CRV,n/a,,,,5799,3.0936909830031%,,,,,
2388,New York,NY,13,H8NY13101,,Carmine A.,Morano,"Morano, Carmine A.",,IDP,n/a,,,,4947,2.63916007810249%,,,,,
2389,New York,NY,13,,,,Scattered,Scattered,,W,,,,,40,0.0213394791033151%,,,,,
