#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
1083,Illinois,IL,14,,,,,,Party Votes:,R,54168,,,,,,,,
1084,Illinois,IL,14,H4IL14116,,Ruben,Zamora,"Zamora, Ruben",,D,n/a,,,,87590,31.3708776252829%,,,
1085,Illinois,IL,14,,,,,,District Votes:,,54168,,,,279208,,,,
1086,Illinois,IL,15,H0IL15053,(I),Tim,Johnson,"Johnson, Tim",,R,53150,100%,,,178114,61.0525161188597%,,,
1087,Illinois,IL,15,,,,,,Party Votes:,R,53150,,,,,,,,
1088,Illinois,IL,15,H4IL15055,,David,Gill,"Gill, David",,D,21323,73.8126557740238%,,,113625,38.9474838811403%,,,
1089,Illinois,IL,15,H4IL15063,,Ralph L.,"Langenheim, Jr.","Langenheim, Ralph L., Jr.",,D,7565,26.1873442259762%,,,,,,,
1090,Illinois,IL,15,,,,,,Party Votes:,D,28888,,,,,,,,
1091,Illinois,IL,15,,,,,,District Votes:,,82038,,,,291739,,,,
1092,Illinois,IL,16,H0IL16085,(I),Donald A. ,Manzullo,"Manzullo, Donald A. ",,R,59507,100%,,,204350,69.0824391662103%,,,
1093,Illinois,IL,16,,,,,,Party Votes:,R,59507,,,,,,,,
1094,Illinois,IL,16,H2IL16032,,John H.,Kutsch,"Kutsch, John H.",,D,34141,100%,,,91452,30.9162085961745%,,,
1095,Illinois,IL,16,,,,,,Party Votes:,D,34141,,,,,,,,
1096,Illinois,IL,16,,,Tom,Carlson,"Carlson, Tom",,W,,,,,4,0.00135223761519374%,,,
1097,Illinois,IL,16,,,,,,District Votes:,,93648,,,,295806,,,,
1098,Illinois,IL,17,H2IL19010,(I),Lane A.,Evans,"Evans, Lane A.",,D,46328,100%,,,172320,60.6760563380282%,,,
1099,Illinois,IL,17,,,,,,Party Votes:,D,46328,,,,,,,,
1100,Illinois,IL,17,H4IL17069,,Andrea Lane,Zinga,"Zinga, Andrea Lane",,R,30160,100%,,,111680,39.3239436619718%,,,
1101,Illinois,IL,17,,,,,,Party Votes:,R,30160,,,,,,,,
1102,Illinois,IL,17,,,,,,District Votes:,,76488,,,,284000,,,,
1103,Illinois,IL,18,H4IL18059,(I),Ray,LaHood,"LaHood, Ray",,R,52026,100%,,,216047,70.2374876054552%,,,
1104,Illinois,IL,18,,,,,,Party Votes:,R,52026,,,,,,,,
1105,Illinois,IL,18,H4IL18091,,Steve,Waterworth,"Waterworth, Steve",,D,25838,100%,,,91548,29.7625123945448%,,,
1106,Illinois,IL,18,,,,,,Party Votes:,D,25838,,,,,,,,
1107,Illinois,IL,18,,,,,,District Votes:,,77864,,,,307595,,,,
1108,Illinois,IL,19,H2IL20042,(I),John M.,Shimkus,"Shimkus, John M.",,R,38892,100%,,,213451,69.3576687874081%,,,
1109,Illinois,IL,19,,,,,,Party Votes:,R,38892,,,,,,,,
1110,Illinois,IL,19,H4IL19073,,Tim ,Bagwell,"Bagwell, Tim ",,D,32795,100%,,,94303,30.6423312125919%,,,
1111,Illinois,IL,19,,,,,,Party Votes:,D,32795,,,,,,,,
1112,Illinois,IL,19,,,,,,District Votes:,,71687,,,,307754,,,,
1113,Illinois,IL,H,,,,,,House Votes:,,1574355,,,,4988665,,,,
1114,Illinois,IL,S,S4IL00180,,Barack,Obama,"Obama, Barack",,D,655923,52.7695181641775%,,,3597456,69.9687252018858%,,,
1115,Illinois,IL,S,S4IL00206,,Daniel W.,Hynes,"Hynes, Daniel W.",,D,294717,23.7102130658506%,,,,,,,
1116,Illinois,IL,S,S4IL00172,,M. Blair,Hull,"Hull, M. Blair",,D,134453,10.8168489681383%,,,,,,,
1117,Illinois,IL,S,S4IL00347,,Maria ,Pappas,"Pappas, Maria ",,D,74987,6.03276277638866%,,,,,,,
1118,Illinois,IL,S,S4IL00164,,Gery,Chico,"Chico, Gery",,D,53433,4.29872662502534%,,,,,,,
1119,Illinois,IL,S,S4IL00255,,Nancy ,Skinner,"Skinner, Nancy ",,D,16098,1.29509668574959%,,,,,,,
1120,Illinois,IL,S,S4IL00198,,Joyce,Washington,"Washington, Joyce",,D,13375,1.07602920685183%,,,,,,,
1121,Illinois,IL,S,,,Estella Johnson,Hunt,"Hunt, Estella Johnson",,W(D),10,0.000804507818206977%,,,,,,,
1122,Illinois,IL,S,,,,,,Party Votes:,D,1242996,,,,,,,,
1123,Illinois,IL,S,S4IL00404,,Alan,Keyes,"Keyes, Alan",,R,*,,,,1390690,27.0482269834601%,,,7
1124,Illinois,IL,S,S4IL00230,,Jack,Ryan,"Ryan, Jack",,R,234791,35.4774223183903%,,,,,,,
1125,Illinois,IL,S,S2IL00119,,Jim,Oberweis ,"Oberweis, Jim",,R,155794,23.5408066436588%,,,,,,,
1126,Illinois,IL,S,S4IL00263,,Steven J.,Rauschenberger,"Rauschenberger, Steven J.",,R,132655,20.0444542492944%,,,,,,,
1127,Illinois,IL,S,S4IL00222,,Andy,McKenna,"McKenna, Andy",,R,97238,14.6928697922648%,,,,,,,
1128,Illinois,IL,S,S4IL00354,,Jonathan C.,Wright,"Wright, Jonathan C.",,R,17189,2.59729466730331%,,,,,,,
1129,Illinois,IL,S,S4IL00297,,John,Borling,"Borling, John",,R,13390,2.02325764123517%,,,,,,,
1130,Illinois,IL,S,S4IL00305,,Norm,Hill,"Hill, Norm",,R,5637,0.851762757553596%,,,,,,,
1131,Illinois,IL,S,S4IL00271,,Chirinjeev,Kathuria,"Kathuria, Chirinjeev",,R,5110,0.772131930299605%,,,,,,,
1132,Illinois,IL,S,,,,,,Party Votes:,R,661804,,,,,,,,
1133,Illinois,IL,S,S4IL00370,,Albert J.,Franzen,"Franzen, Albert J.",,I,,,,,81164,1.57859932471331%,,,
1134,Illinois,IL,S,S4IL00412,,Jerry,Kohn,"Kohn, Jerry",,LBT,,,,,69253,1.34693631455289%,,,
1135,Illinois,IL,S,,,Bill,Kuhnke,"Kuhnke, Bill",,W,,,,,2268,0.0441114689819353%,,,
1136,Illinois,IL,S,,,Scott,Doody,"Doody, Scott",,W,,,,,339,0.00659338094571255%,,,
1137,Illinois,IL,S,,,Donald,McArthur-Self,"McArthur-Self, Donald",,W,,,,,134,0.00260623317618136%,,,
1138,Illinois,IL,S,,,Kathy,Campbell,"Campbell, Kathy",,W ,,,,,129,0.00250898566960743%,,,
1139,Illinois,IL,S,,,Shaun L.,Bill,"Bill, Shaun L.",,W,,,,,37,0.000719631548647093%,,,
1140,Illinois,IL,S,,,Marcus,Hester,"Hester, Marcus",,W,,,,,23,0.000447338530240085%,,,
1141,Illinois,IL,S,,,Tom,Carlson,"Carlson, Tom",,W,,,,,20,0.000388990026295726%,,,
1142,Illinois,IL,S,,,Orlando,McDowell,"McDowell, Orlando",,W,,,,,5,0.0000972475065739314%,,,
1143,Illinois,IL,S,,,Arthur C.,Brumfield,"Brumfield, Arthur C.",,W,,,,,1,0.0000194495013147863%,,,
1144,Illinois,IL,S,,,Lowell,Seida,"Seida, Lowell",,W,,,,,1,0.0000194495013147863%,,,
1145,Illinois,IL,S,,,,,,Senate Votes:,,1904800,,,,5141520,,,,
1146,Illinois,IL,,,,,,,Total State Votes:,,3479155,,,,10130185,,,,
1147,Indiana,IN,01,H4IN01012,(I),Peter J.,Visclosky,"Visclosky, Peter J.",,D,45141,100%,,,178406,68.2857186600527%,,,
1148,Indiana,IN,01,,,,,,Party Votes:,D,45141,,,,,,,,
1149,Indiana,IN,01,H8IN01096,,Mark J.,Leyva,"Leyva, Mark J.",,R,9529,44.6574186896616%,,,82858,31.7142813399473%,,,
1150,Indiana,IN,01,H4IN01145,,Frank E.,Kendrick,"Kendrick, Frank E.",,R,9113,42.7078451588715%,,,,,,,
1151,Indiana,IN,01,H2IN01065,,Cyril B. (Cy),Huerter,"Huerter, Cyril B. (Cy)",,R,2696,12.6347361514669%,,,,,,,
1152,Indiana,IN,01,,,,,,Party Votes:,R,21338,,,,,,,,
1153,Indiana,IN,01,,,,,,District Votes:,,66479,,,,261264,,,,
1154,Indiana,IN,02,H2IN03111,(I),Chris,Chocola,"Chocola, Chris",,R,36847,83.9530644793803%,,,140496,54.1713095949567%,,,
1155,Indiana,IN,02,H4IN02119,,Tony,Zirkle,"Zirkle, Tony",,R,7043,16.0469355206197%,,,,,,,
1156,Indiana,IN,02,,,,,,Party Votes:,R,43890,,,,,,,,
1157,Indiana,IN,02,H4IN02101,,Joe,Donnelly,"Donnelly, Joe",,D,29117,100%,,,115513,44.5385668292495%,,,
1158,Indiana,IN,02,,,,,,Party Votes:,D,29117,,,,,,,,
1159,Indiana,IN,02,H4IN02127,,Douglas,Barnes,"Barnes, Douglas",,LBT,*,,,,3346,1.2901235757938%,,,
1160,Indiana,IN,02,,,,,,District Votes:,,73007,,,,259355,,,,
1161,Indiana,IN,03,H4IN04099,(I),Mark Edward,Souder,"Souder, Mark Edward",,R,46583,79.2322215229704%,,,171389,69.2142427338554%,,,
1162,Indiana,IN,03,H2IN03145,,William,Larsen,"Larsen, William",,R,12210,20.7677784770296%,,,,,,,
1163,Indiana,IN,03,,,,,,Party Votes:,R,58793,,,,,,,,
1164,Indiana,IN,03,H4IN00014,,Maria M.,Parra,"Parra, Maria M.",,D,5982,42.8080721339631%,,,76232,30.7857572661446%,,,
1165,Indiana,IN,03,H4IN03075,,Mark A.,Summers,"Summers, Mark A.",,D,5202,37.2262773722628%,,,,,,,
1166,Indiana,IN,03,H8IN04058,,Steve G.,Hope,"Hope, Steve G.",,D,2790,19.9656504937742%,,,,,,,
1167,Indiana,IN,03,,,,,,Party Votes:,D,13974,,,,,,,,
1168,Indiana,IN,03,,,,,,District Votes:,,72767,,,,247621,,,,
1169,Indiana,IN,04,H2IN05025,(I),Steve,Buyer,"Buyer, Steve",,R,52921,65.747723347952%,,,190445,69.470992500073%,,,
1170,Indiana,IN,04,H4IN04115,,Dennis,Hardy,"Hardy, Dennis",,R,10862,13.4946764234511%,,,,,,,
1171,Indiana,IN,04,H4IN04156,,Mike,Campbell,"Campbell, Mike",,R,8403,10.4396764855698%,,,,,,,
1172,Indiana,IN,04,H4IN04123,,Brian D.,Paasch,"Paasch, Brian D.",,R,8305,10.3179237430272%,,,,,,,
1173,Indiana,IN,04,,,,,,Party Votes:,R,80491,,,,,,,,
1174,Indiana,IN,04,H4IN04149,,David,Sanders,"Sanders, David",,D,9320,62.4497453765747%,,,77574,28.2976332915049%,,,
1175,Indiana,IN,04,H2IN04101,,Bill,Abbott,"Abbott, Bill",,D,5604,37.5502546234254%,,,,,,,
1176,Indiana,IN,04,,,,,,Party Votes:,D,14924,,,,,,,,
1177,Indiana,IN,04,H4IN04164,,Kevin R.,Fleming,"Fleming, Kevin R.",,LBT,*,,,,6117,2.2313742084221%,,,
1178,Indiana,IN,04,,,,,,District Votes:,,95415,,,,274136,,,,
1179,Indiana,IN,05,H2IN06023,(I),Dan,Burton,"Burton, Dan",,R,83136,86.3768597789045%,,,228718,71.8418911745398%,,,
1180,Indiana,IN,05,H6IN06024,,George Thomas,Holland,"Holland, George Thomas",,R,8825,9.16902169395728%,,,,,,,
1181,Indiana,IN,05,H4IN05088,,Victor Dean,Wakley,"Wakley, Victor Dean",,R,4287,4.45411852713823%,,,,,,,
1182,Indiana,IN,05,,,,,,Party Votes:,R,96248,,,,,,,,
1183,Indiana,IN,05,H2IN05058,,Katherine Fox,Carr,"Carr, Katherine Fox",,D,11224,62.50835375362%,,,82637,25.9568480005528%,,,
1184,Indiana,IN,05,H2IN05033,,Mike,Brinegar,"Brinegar, Mike",,D,6732,37.49164624638%,,,,,,,
1185,Indiana,IN,05,,,,,,Party Votes:,D,17956,,,,,,,,
1186,Indiana,IN,05,H4IN05096,,Rick,Hodgin,"Hodgin, Rick",,LBT,*,,,,7008,2.20126082490742%,,,
1187,Indiana,IN,05,,,,,,District Votes:,,114204,,,,318363,,,,
1188,Indiana,IN,06,H8IN02060,(I),Mike,Pence,"Pence, Mike",,R,61794,100%,,,182529,67.0941631838382%,,,
1189,Indiana,IN,06,,,,,,Party Votes:,R,61794,,,,,,,,
1190,Indiana,IN,06,H2IN06148,,Mel,Fox,"Fox, Mel",,D,31231,100%,,,85123,31.2895838617308%,,,
1191,Indiana,IN,06,,,,,,Party Votes:,D,31231,,,,,,,,
1192,Indiana,IN,06,H4IN06094,,Chad (Wick),Roots,"Roots, Chad (Wick)",,LBT,*,,,,4397,1.616252954431%,,,
1193,Indiana,IN,06,,,,,,District Votes:,,93025,,,,272049,,,,
1194,Indiana,IN,07,H6IN10141,(I),Julia M.,Carson,"Carson, Julia M.",,D,30915,89.4350102699106%,,,121303,54.3533101825921%,,,
1195,Indiana,IN,07,H6IN10208,,Bob,Hidalgo,"Hidalgo, Bob",,D,3652,10.5649897300894%,,,,,,,
1196,Indiana,IN,07,,,,,,Party Votes:,D,34567,,,,,,,,
1197,Indiana,IN,07,H2IN07088,,Andrew (Andy),Horning,"Horning, Andrew (Andy)",,R,23152,72.5404185988219%,,,97491,43.6836563235129%,,,
1198,Indiana,IN,07,H4IN07100,,Bob,Croddy,"Croddy, Bob",,R,8764,27.4595814011781%,,,,,,,
1199,Indiana,IN,07,,,,,,Party Votes:,R,31916,,,,,,,,
1200,Indiana,IN,07,H4IN07126,,Barry,Campbell,"Campbell, Barry",,LBT,*,,,,4381,1.96303349389493%,,,
1201,Indiana,IN,07,,,,,,District Votes:,,66483,,,,223175,,,,
1202,Indiana,IN,08,H4IN08108,(I),John N.,Hostettler,"Hostettler, John N.",,R,39721,100%,,,145576,53.3679402297839%,,,
1203,Indiana,IN,08,,,,,,Party Votes:,R,39721,,,,,,,,
1204,Indiana,IN,08,H4IN08157,,Jon P.,Jennings,"Jennings, Jon P.",,D,37853,73.4938355499466%,,,121522,44.5497804075109%,,,
1205,Indiana,IN,08,H4IN08173,,Bill,Pearman,"Pearman, Bill",,D,13652,26.5061644500534%,,,,,,,
1206,Indiana,IN,08,,,,,,Party Votes:,D,51505,,,,,,,,
1207,Indiana,IN,08,H4IN08181,,Mark,Garvin,"Garvin, Mark",,LBT,*,,,,5680,2.0822793627052%,,,
1208,Indiana,IN,08,,,,,,District Votes:,,91226,,,,272778,,,,
1209,Indiana,IN,09,H2IN09084,,Mike,Sodrel,"Sodrel, Mike",,R,35293,100%,,,142197,49.4581058050155%,,,
1210,Indiana,IN,09,,,,,,Party Votes:,R,35293,,,,,,,,
1211,Indiana,IN,09,H8IN09032,(I),Baron,Hill,"Hill, Baron",,D,47514,88.2356218314175%,,,140772,48.9624708705784%,,,
1212,Indiana,IN,09,H0IN09039,,Lendall B.,Terry,"Terry, Lendall B.",,D,6335,11.7643781685825%,,,,,,,
1213,Indiana,IN,09,,,,,,Party Votes:,D,53849,,,,,,,,
1214,Indiana,IN,09,H2IN09126,,Al,Cox,"Cox, Al",,LBT,*,,,,4541,1.57942332440611%,,,
1215,Indiana,IN,09,,,,,,District Votes:,,89142,,,,287510,,,,
1216,Indiana,IN,H,,,,,,House Votes:,,761748,,,,2416251,,,,
1217,Indiana,IN,S,S8IN00049,(I),Evan,Bayh,"Bayh, Evan",,D,304267,100%,,,1496976,61.648779173992%,,,
1218,Indiana,IN,S,,,,,,Party Votes:,D,304267,,,,,,,,
1219,Indiana,IN,S,S4IN00071,,Marvin,Scott,"Scott, Marvin",,R,335215,100%,,,903913,37.2251344908005%,,,
1220,Indiana,IN,S,,,,,,Party Votes:,R,335215,,,,,,,,
1221,Indiana,IN,S,S4IN00105,,Albert,Barger,"Barger, Albert",,LBT,*,,,,27344,1.12608633520754%,,,
1222,Indiana,IN,S,,,,,,Senate Votes:,,639482,,,,2428233,,,,
1223,Indiana,IN,,,,,,,Total State Votes:,,1401230,,,,4844484,,,,8
1224,Iowa,IA,01,H0IA02040,(I),Jim,Nussle,"Nussle, Jim",,R,12082,99.661799884517%,,,159993,55.159728878071%,,,
1225,Iowa,IA,01,,,,,Scattered,,W(R),41,0.338200115482966%,,,,,,,
1226,Iowa,IA,01,,,,,,Party Votes:,R,12123,,,,,,,,
1227,Iowa,IA,01,H2IA01014,,Bill,Gluba,"Gluba, Bill",,D,7126,59.8421229425596%,,,125490,43.2643576713302%,,,
1228,Iowa,IA,01,H2IA01048,,Denny,Heath,"Heath, Denny",,D/NP,4741,39.8135707087672%,,,1756,0.60540451088418%,,,
1229,Iowa,IA,01,,,,,Scattered,,W(D),41,0.344306348673161%,,,,,,,
1230,Iowa,IA,01,,,,,,Party Votes:,D,11908,,,,,,,,
1231,Iowa,IA,01,H4IA01051,,Mark,Nelson,"Nelson, Mark",,LBT,,,,,2727,0.940169761492688%,,,
1232,Iowa,IA,01,,,,Scattered,Scattered,,W,,,,,88,0.0303391782219863%,,,
1233,Iowa,IA,01,,,,,,District Votes:,,24031,,,,290054,,,,
1234,Iowa,IA,02,H6IA01015,(I),James A.,Leach,"Leach, James A.",,R,11419,99.4253373966043%,,,176684,58.9180374882037%,,,
1235,Iowa,IA,02,,,,,Scattered,,W(R),66,0.574662603395734%,,,,,,,
1236,Iowa,IA,02,,,,,,Party Votes:,R,11485,,,,,,,,
1237,Iowa,IA,02,H4IA02034,,Dave,Franker,"Franker, Dave",,D,16351,99.1149906043523%,,,117405,39.1505297101184%,,,
1238,Iowa,IA,02,,,,,Scattered,,W(D),146,0.885009395647694%,,,,,,,
1239,Iowa,IA,02,,,,,,Party Votes:,D,16497,,,,,,,,
1240,Iowa,IA,02,H2IA02046,,Kevin,Litten,"Litten, Kevin",,LBT,,,,,5586,1.86273888642495%,,,
1241,Iowa,IA,02,,,,Scattered,Scattered,,W,,,,,206,0.0686939152530504%,,,
1242,Iowa,IA,02,,,,,,District Votes:,,27982,,,,299881,,,,
1243,Iowa,IA,03,H6IA03144,(I),Leonard L.,Boswell,"Boswell, Leonard L.",,D,9882,99.4265016601268%,,,168007,55.2075289416698%,,,
1244,Iowa,IA,03,,,,,Scattered,,W(D),57,0.573498339873227%,,,,,,,
1245,Iowa,IA,03,,,,,,Party Votes:,D,9939,,,,,,,,
1246,Iowa,IA,03,H2IA04067,,Stan,Thompson,"Thompson, Stan",,R,7684,99.5336787564767%,,,136099,44.7224787147697%,,,
1247,Iowa,IA,03,,,,,Scattered,,W(R),36,0.466321243523316%,,,,,,,
1248,Iowa,IA,03,,,,,,Party Votes:,R,7720,,,,,,,,
1249,Iowa,IA,03,,,,Scattered,Scattered,,W,,,,,213,0.0699923435605401%,,,
1250,Iowa,IA,03,,,,,,District Votes:,,17659,,,,304319,,,,
1251,Iowa,IA,04,H4IA05102,(I),Tom,Latham,"Latham, Tom",,R,12350,99.7254521963824%,,,181294,60.9256433866772%,,,
1252,Iowa,IA,04,,,,,Scattered,,W(R),34,0.274547803617571%,,,,,,,
1253,Iowa,IA,04,,,,,,Party Votes:,R,12384,,,,,,,,
1254,Iowa,IA,04,H4IA04105,,Paul W.,Johnson,"Johnson, Paul W.",,D,9653,99.6798843453119%,,,116121,39.023611568526%,,,
1255,Iowa,IA,04,,,,,Scattered,,W(D),31,0.320115654688145%,,,,,,,
1256,Iowa,IA,04,,,,,,Party Votes:,D,9684,,,,,,,,
1257,Iowa,IA,04,,,,Scattered,Scattered,,W,,,,,151,0.0507450447967846%,,,
1258,Iowa,IA,04,,,,,,District Votes:,,22068,,,,297566,,,,
1259,Iowa,IA,05,H2IA05072,(I),Steve,King,"King, Steve",,R,30198,99.5746364625581%,,,168583,63.2959251485877%,,,
1260,Iowa,IA,05,,,,,Scattered,,W(R),129,0.425363537441884%,,,,,,,
1261,Iowa,IA,05,,,,,,Party Votes:,R,30327,,,,,,,,
1262,Iowa,IA,05,H4IA05169,,E. Joyce,Schulte,"Schulte, E. Joyce",,D,4902,51.3190954773869%,,,97597,36.643626028287%,,,
1263,Iowa,IA,05,H4IA05177,,Gene,Blanshan,"Blanshan, Gene",,D,3117,32.6319095477387%,,,,,,,
1264,Iowa,IA,05,H4IA05151,,Sal,Mohamed,"Mohamed, Sal",,D,1513,15.8396147403685%,,,,,,,
1265,Iowa,IA,05,,,,,Scattered,,W(D),20,0.209380234505863%,,,,,,,
1266,Iowa,IA,05,,,,,,Party Votes:,D,9552,,,,,,,,
1267,Iowa,IA,05,,,,Scattered,Scattered,,W,,,,,161,0.0604488231252417%,,,
1268,Iowa,IA,05,,,,,,District Votes:,,39879,,,,266341,,,,
1269,Iowa,IA,H,,,,,,House Votes:,,131619,,,,1458161,,,,
1270,Iowa,IA,S,S0IA00028,(I),Chuck,Grassley,"Grassley, Chuck",,R,78819,99.7241798145173%,,,1038175,70.1835687263897%,,,
1271,Iowa,IA,S,,,,,Scattered,,W(R),218,0.275820185482749%,,,,,,,
1272,Iowa,IA,S,,,,,,Party Votes:,R,79037,,,,,,,,
1273,Iowa,IA,S,S4IA00046,,Arthur,Small,"Small, Arthur",,D,52318,99.2450110023522%,,,412365,27.877041267472%,,,
1274,Iowa,IA,S,,,,,Scattered,,W(D),398,0.754988997647773%,,,,,,,
1275,Iowa,IA,S,,,,,,Party Votes:,D,52716,,,,,,,,
1276,Iowa,IA,S,S4IA00061,,Christy Ann,Welty,"Welty, Christy Ann",,LBT,,,,,15218,1.02877987707101%,,,
1277,Iowa,IA,S,S4IA00053,,Daryl A.,Northrop,"Northrop, Daryl A.",,IG,,,,,11121,0.751811079833535%,,,
1278,Iowa,IA,S,S4IA00079,,Edwin B.,Fruit,"Fruit, Edwin B.",,SWP,,,,,1874,0.12668770466757%,,,
1279,Iowa,IA,S,,,,Scattered,Scattered,,W,,,,,475,0.0321113445662197%,,,
1280,Iowa,IA,S,,,,,,Senate Votes:,,131753,,,,1479228,,,,
1281,Iowa,IA,,,,,,,Total State Votes:,,263372,,,,2937389,,,,
1282,Kansas,KS,01,H6KS01096,(I),Jerry,Moran,"Moran, Jerry",,R,94098,100%,,,239776,90.723553026376%,,,
1283,Kansas,KS,01,,,,,,Party Votes:,R,94098,,,,,,,,
1284,Kansas,KS,01,H0KS01081,,Jack,Warner,"Warner, Jack",,LBT,,,,,24517,9.27644697362397%,,,
1285,Kansas,KS,01,,,,,,District Votes:,,94098,,,,264293,,,,
1286,Kansas,KS,02,H6KS02227,(I),Jim,Ryun,"Ryun, Jim",,R,69368,100%,,,165325,56.1497235392411%,,,
1287,Kansas,KS,02,,,,,,Party Votes:,R,69368,,,,,,,,
1288,Kansas,KS,02,H4KS02107,,Nancy,Boyda,"Boyda, Nancy",,D,36771,100%,,,121532,41.2762026382643%,,,
1289,Kansas,KS,02,,,,,,Party Votes:,D,36771,,,,,,,,
1290,Kansas,KS,02,H0KS02097,,Dennis,Hawver,"Hawver, Dennis",,LBT,,,,,7579,2.57407382249453%,,,
1291,Kansas,KS,02,,,,,,District Votes:,,106139,,,,294436,,,,
1292,Kansas,KS,03,H8KS03049,(I),Dennis,Moore,"Moore, Dennis",,D,33466,100%,,,184050,54.8193686166933%,,,
1293,Kansas,KS,03,,,,,,Party Votes:,D,33466,,,,,,,,
1294,Kansas,KS,03,H4KS03105,,Kris,Kobach,"Kobach, Kris",,R,39129,44.0210604475345%,,,145542,43.3497448911208%,,,
1295,Kansas,KS,03,H2KS03133,,Adam,Taff,"Taff, Adam",,R,38922,43.7881804988356%,,,,,,,
1296,Kansas,KS,03,H4KS03113,,Patricia,Lightner,"Lightner, Patricia",,R,10836,12.1907590536299%,,,,,,,
1297,Kansas,KS,03,,,,,,Party Votes:,R,88887,,,,,,,,
1298,Kansas,KS,03,H4KS03162,,Joe,Bellis,"Bellis, Joe",,LBT,,,,,3191,0.95044066968687%,,,
1299,Kansas,KS,03,H4KS03154,,Richard,Wells,"Wells, Richard",,REF,,,,,2956,0.880445822499025%,,,
1300,Kansas,KS,03,,,,,,District Votes:,,122353,,,,335739,,,,
1301,Kansas,KS,04,H4KS04087,(I),Todd,Tiahrt,"Tiahrt, Todd",,R,53202,100%,,,173151,66.109615715022%,,,
1302,Kansas,KS,04,,,,,,Party Votes:,R,53202,,,,,,,,
1303,Kansas,KS,04,H8KS04039,,Michael,Kinard,"Kinard, Michael",,D,14308,73.0484505028846%,,,81388,31.0742034629555%,,,
1304,Kansas,KS,04,H4KS04095,,Marty,Mork,"Mork, Marty",,D,5279,26.9515494971154%,,,,,,,
1305,Kansas,KS,04,,,,,,Party Votes:,D,19587,,,,,,,,
1306,Kansas,KS,04,H4KS04103,,David,Loomis,"Loomis, David",,LBT,,,,,7376,2.81618082202241%,,,
1307,Kansas,KS,04,,,,,,District Votes:,,72789,,,,261915,,,,
1308,Kansas,KS,H,,,,,,House Votes:,,395379,,,,1156383,,,,
1309,Kansas,KS,S,S6KS00122,(I),Samuel D.,Brownback,"Brownback, Samuel D.",,R,286839,86.994986640139%,,,780863,69.1627798218281%,,,
1310,Kansas,KS,S,S4KS00101,,Arch,Naramore,"Naramore, Arch",,R,42880,13.005013359861%,,,,,,,
1311,Kansas,KS,S,,,,,,Party Votes:,R,329719,,,,,,,,
1312,Kansas,KS,S,S4KS00093,,Robert A.,Conroy,"Conroy, Robert A.",,D,61052,55.9161056921738%,,,,,,,
1313,Kansas,KS,S,S4KS00085,,Lee,Jones,"Jones, Lee",,D,48133,44.0838943078262%,,,310337,27.4872411697912%,,,
1314,Kansas,KS,S,,,,,,Party Votes:,D,109185,,,,,,,,
1315,Kansas,KS,S,S6KS00205,,Steven A.,Rosile,"Rosile, Steven A.",,LBT,,,,,21842,1.93459472003203%,,,
1316,Kansas,KS,S,S2KS00089,,George,Cook,"Cook, George",,REF,,,,,15980,1.41538428834868%,,,
1317,Kansas,KS,S,,,,,,Senate Votes:,,438904,,,,1129022,,,,
1318,Kansas,KS,,,,,,,Total State Votes:,,834283,,,,2285405,,,,9
1319,Kentucky,KY,01,H4KY01040,(I),Edward,Whitfield,"Whitfield, Edward",,R,Unopposed,,,,175972,67.3223993542142%,,,
1320,Kentucky,KY,01,H4KY01057,,Billy R.,Cartwright,"Cartwright, Billy R.",,D,Unopposed,,,,85229,32.6064417893774%,,,
1321,Kentucky,KY,01,H6KY01011,,Tom,Barlow,"Barlow, Tom",,W,,,,,186,0.0711588564083141%,,,
1322,Kentucky,KY,01,,,,,,District Votes:,,n/a,,,,261387,,,,
1323,Kentucky,KY,02,H4KY02030,(I),Ron,Lewis,"Lewis, Ron",,R,Unopposed,,,,185394,67.9151143494555%,,,
1324,Kentucky,KY,02,H4KY02063,,Adam,Smith,"Smith, Adam",,D,14565,44.2597544669989%,,,87585,32.0848856505446%,,,
1325,Kentucky,KY,02,H4KY02071,,James E.,Rice,"Rice, James E.",,D,9228,28.0418135407804%,,,,,,,
1326,Kentucky,KY,02,H2KY02075,,Pete,Tabb,"Tabb, Pete",,D,9115,27.6984319922207%,,,,,,,
1327,Kentucky,KY,02,,,,,,Party Votes:,D,32908,,,,,,,,
1328,Kentucky,KY,02,,,,,,District Votes:,,32908,,,,272979,,,,
1329,Kentucky,KY,03,H6KY03090,(I),Anne M.,Northup,"Northup, Anne M.",,R,Unopposed,,,,197736,60.2570744223749%,,,
1330,Kentucky,KY,03,H4KY03186,,Tony,Miller,"Miller, Tony",,D,39883,81.7844399786737%,,,124040,37.799325926242%,,,
1331,Kentucky,KY,03,H4KY03129,,Burrel Charles,Farnsley,"Farnsley, Burrel Charles",,D,8883,18.2155600213263%,,,,,,,
1332,Kentucky,KY,03,,,,,,Party Votes:,D,48766,,,,,,,,
1333,Kentucky,KY,03,H4KY03194,,George C.,Dick,"Dick, George C.",,LBT,,,,,6363,1.93902862680327%,,,
