#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab)
634,Colorado,CO,07,,,,,,Party Votes:,REP,20535,,,,,,,,,,
635,Colorado,CO,07,H2CO07089,,Dave,Chandler,"Chandler, Dave",,GRE,,,,,3073,1.62444759266699%,,,,,
636,Colorado,CO,07,H6CO07064,,Roger,McCarville,"McCarville, Roger",,AMC,,,,,2605,1.3770536865921%,,,,,
637,Colorado,CO,07,H6CO07015,,John ,Heckman,"Heckman, John ",,W,,,,,2,0.00105723891484998%,,,,,
638,Colorado,CO,07,H6CO07072,,Steve,Moore,"Moore, Steve",,W,,,,,2,0.00105723891484998%,,,,,
639,Colorado,CO,07,H6CO07080,,John David,Sexton,"Sexton, John David",,W,,,,,1,0.000528619457424989%,,,,,
640,Colorado,CO,07,,,,,,District Votes:,,49805,,,,189172,,,,,,
641,Colorado,CO,H,,,,,,House Votes:,,342924,,,,1538908,,,,,,
642,Connecticut,CT,S,S8CT00022,(I),Joseph ,Lieberman,"Lieberman, Joseph ",,DEM/CFL*,136490,48.2477535755442%,,,564095,49.7096353478207%,,,,,2
643,Connecticut,CT,S,S6CT05066,,Ned,Lamont,"Lamont, Ned",,DEM,146404,51.7522464244558%,,,450844,39.7296392252243%,,,,,2
644,Connecticut,CT,S,,,,,,Party Votes:,DEM,282894,,,,,,,,,,2
645,Connecticut,CT,S,S6CT05074,,Alan,Schlesinger,"Schlesinger, Alan",,REP,,,,,109198,9.62283438199475%,,,,,2
646,Connecticut,CT,S,S6CT05041,,Ralph A.,Ferrucci,"Ferrucci, Ralph A.",,GRE,,,,,5922,0.521863268651192%,,,,,2
647,Connecticut,CT,S,S4CT00153,,Timothy A. ,Knibbs,"Knibbs, Timothy A. ",,CNC,,,,,4638,0.408713583249617%,,,,,2
648,Connecticut,CT,S,,,Carl E.,Vassar,"Vassar, Carl E.",,W,,,,,80,0.00704982463561219%,,,,,2
649,Connecticut,CT,S,,,John M.,Joy,"Joy, John M.",,W,,,,,3,0.000264368423835457%,,,,,2
650,Connecticut,CT,S,,,,,,Senate Votes:,,282894,,,,1134780,,,,,,2
651,Connecticut,CT,01,H8CT01046,(I),John B.,Larson,"Larson, John B.",,DEM,,,,,154539,74.4436201780415%,,,,,3
652,Connecticut,CT,01,H6CT01149,,Scott,MacLean,"MacLean, Scott",,REP,1998,63.5092180546726%,,,53010,25.5356661143011%,,,,,3
653,Connecticut,CT,01,H2CT01130,,Miriam J.,Masullo,"Masullo, Miriam J.",,REP,1148,36.4907819453274%,,,,,,,,,3
654,Connecticut,CT,01,,,,,,Party Votes:,REP,3146,,,,,,,,,,3
655,Connecticut,CT,01,,,Stephen,Fournier,"Masullo, Miriam J.",,W,,,,,43,0.0207137076573278%,,,,,3
656,Connecticut,CT,01,,,,,,District Votes:,,3146,,,,207592,,,,,,3
657,Connecticut,CT,02,H2CT02112,,Joe,Courtney,"Courtney, Joe",,DEM,,,,,121248,50.0171195439189%,,,,,3
658,Connecticut,CT,02,H0CT02124,(I),Rob,Simmons,"Simmons, Rob",,REP,,,,,121165,49.9828804560812%,,,,,3
659,Connecticut,CT,02,,,,,,District Votes:,,,,,,242413,,,,,,3
660,Connecticut,CT,03,H0CT03072,(I),Rosa L. ,DeLauro,"DeLauro, Rosa L. ",,DEM,,,,,150436,76.0119447630501%,,,,,3
661,Connecticut,CT,03,H6CT03129,,Joseph,Vollano,"Vollano, Joseph",,REP,,,,,44386,22.4272526539707%,,,,,3
662,Connecticut,CT,03,H6CT03137,,Daniel A.,Sumrall,"Sumrall, Daniel A.",,GRE,,,,,3089,1.56080258297922%,,,,,3
663,Connecticut,CT,03,,,,,,District Votes:,,,,,,197911,,,,,,3
664,Connecticut,CT,04,H8CT04057,(I),Christopher,Shays,"Shays, Christopher",,REP,,,,,106510,50.9570900253087%,,,,,3
665,Connecticut,CT,04,H4CT04098,,Diane ,Farrell,"Farrell, Diane ",,DEM,,,,,99450,47.5794066568111%,,,,,3
666,Connecticut,CT,04,H6CT04101,,Philip Z. ,Maymin,"Maymin, Philip Z. ",,LBT,,,,,3058,1.46302489247389%,,,,,3
667,Connecticut,CT,04,,,,Vacancy in Nomination,Vacancy in Nomination,,GRE,,,,,1,0.000478425406302776%,,,,,3
668,Connecticut,CT,04,,,,,,District Votes:,,,,,,209019,,,,,,3
669,Connecticut,CT,05,H6CT05124,,Chris,Murphy,"Murphy, Chris",,DEM,,,,,117186,53.8034195882537%,,,,,3
670,Connecticut,CT,05,H2CT06014,(I),Nancy L.,Johnson,"Johnson, Nancy L.",,REP,,,,,94824,43.536390516244%,,,,,3
671,Connecticut,CT,05,H6CT05124,,Chris,Murphy,"Murphy, Chris",,WF,,,,,5794,2.66018989550238%,,,,,3
672,Connecticut,CT,05,,,,,,District Votes:,,,,,,217804,,,,,,3
673,Connecticut,CT,H,,,,,,House Votes:,,3146,,,,1074739,,,,,,3
674,Delaware,DE,S,S8DE00079,(I),Thomas R.,Carper,"Carper, Thomas R.",,DEM,Unopposed,,,,170567,67.1261988437578%,,,,,
675,Delaware,DE,S,S6DE00123,,Jan,Ting,"Ting, Jan",,REP,6110,42.4718476296399%,,,69734,27.4436341740818%,,,,,
676,Delaware,DE,S,S6DE00115,,Michael D.,Protack,"Protack, Michael D.",,REP,5771,40.1153899624635%,,,,,,,,,
677,Delaware,DE,S,S6DE00131,,Christine,O'Donnell,"O'Donnell, Christine",,REP/W,2505,17.4127624078966%,,,11127,4.37900188509203%,,,,,
678,Delaware,DE,S,,,,,,Party Votes:,REP,14386,,,,,,,,,,
679,Delaware,DE,S,S6DE00149,,William E.,Morris,"Morris, William E.",,LBT,,,,,2671,1.05116509706847%,,,,,
680,Delaware,DE,S,,,,,,Senate Votes:,,14386,,,,254099,,,,,,
681,Delaware,DE,00,H2DE00072,(I),Michael N.,Castle,"Castle, Michael N.",,REP,Unopposed,,,,143897,57.1714065492225%,,,,,
682,Delaware,DE,00,H6DE00172,,Dennis,Spivack,"Spivack, Dennis",,DEM,9515,60.343734145104%,,,97565,38.7633396107972%,,,,,
683,Delaware,DE,00,H6DE00180,,Karen M.,Hartley-Nagle,"Hartley-Nagle, Karen M.",,DEM,6253,39.656265854896%,,,,,,,,,
684,Delaware,DE,00,,,,,,Party Votes:,DEM,15768,,,,,,,,,,
685,Delaware,DE,00,H6DE00180,,Karen M.,Hartley-Nagle,"Hartley-Nagle, Karen M.",,IDE,,,,,5769,2.29206894085675%,,,,,
686,Delaware,DE,00,H6DE01063,,Michael,Berg,"Berg, Michael",,GRE*,,,,,4463,1.77318489912354%,,,,,
687,Delaware,DE,00,,,,,,District Votes:,,15768,,,,251694,,,,,,
688,Delaware,DE,H,,,,,,House Votes:,,15768,,,,251694,,,,,,
689,District of Columbia,DC,00,H0DC00058,(I),Eleanor Holmes,Norton,"Norton, Eleanor Holmes",,DEM,95419,92.8317783377275%,,,111726,97.3418019289579%,,,,,
690,District of Columbia,DC,00,H6DC00154,,Andy,Miscuk,"Miscuk, Andy",,DEM,6681,6.49984920272019%,,,,,,,,,
691,District of Columbia,DC,00,,,,Scattered,Scattered,,W(DEM),687,0.668372459552278%,,,,,,,,,
692,District of Columbia,DC,00,,,,,,Party Votes:,DEM,102787,,,,,,,,,,
693,District of Columbia,DC,00,,,,Scattered,Scattered,,W(REP),616,100%,,,,,,,,,
694,District of Columbia,DC,00,,,,,,Party Votes:,REP,616,,,,,,,,,,
695,District of Columbia,DC,00,,,,Scattered,Scattered,,W(DCG),230,100%,,,,,,,,,
696,District of Columbia,DC,00,,,,,,Party Votes:,DCG,230,,,,,,,,,,
697,District of Columbia,DC,00,,,,Scattered,Scattered,,,,,,,3051,2.65819807104211%,,,,,
698,District of Columbia,DC,00,,,,,,District Votes:,,103633,,,,114777,,,,,,
699,District of Columbia,DC,H,,,,,,House Votes:,,103633,,,,114777,,,,,,
700,Florida,FL,S,S8FL00166,(I),Bill,Nelson,"Nelson, Bill",,DEM,Unopposed,,,,2890548,60.3009804457421%,,,,,
701,Florida,FL,S,S6FL00178,,Katherine ,Harris,"Harris, Katherine ",,REP,474871,49.4320535801652%,,,1826127,38.0956304889044%,,,,,
702,Florida,FL,S,S6FL00236,,"William ""Will""",McBride,"McBride, William ""Will""",,REP,287741,29.9526156139463%,,,,,,,,,
703,Florida,FL,S,S6FL00202,,LeRoy Jr.,Collins,"Collins, LeRoy Jr.",,REP,146712,15.2720958846786%,,,,,,,,,
704,Florida,FL,S,S6FL00228,,Peter ,Monroe,"Monroe, Peter ",,REP,51330,5.34323492120993%,,,,,,,,,
705,Florida,FL,S,,,,,,Party Votes:,REP,960654,,,,,,,,,,
706,Florida,FL,S,S6FL00194,,Belinda,Noah,"Noah, Belinda",,IND,,,,,24880,0.519032513381568%,,,,,
707,Florida,FL,S,S6FL00210,,Brian,Moore,"Moore, Brian",,IND,,,,,19695,0.410865970701366%,,,,,
708,Florida,FL,S,S6FL00186,,Floyd Ray,Frazier,"Frazier, Floyd Ray",,IND,,,,,16628,0.346883948251958%,,,,,
709,Florida,FL,S,S6FL00244,,Roy,Tanner,"Tanner, Roy",,IND,,,,,15562,0.324645658088584%,,,,,
710,Florida,FL,S,S6FL00251,,Lawrence,Scott,"Scott, Lawrence",,W,,,,,78,0.00162719196317373%,,,,,
711,Florida,FL,S,S6FL00269,,Bernard,Senter,"Senter, Bernard",,W,,,,,16,0.000333782966804867%,,,,,
712,Florida,FL,S,,,,,,Senate Votes:,,960654,,,,4793534,,,,,,
713,Florida,FL,01,H2FL01100,(I),Jeff,Miller,"Miller, Jeff",,REP,Unopposed,,,,135786,68.5351745858696%,,,,,
714,Florida,FL,01,H6FL01077,,Joe,Roberts,"Roberts, Joe",,DEM,Unopposed,,,,62340,31.4648254141304%,,,,,
715,Florida,FL,01,,,,,,District Votes:,,,,,,198126,,,,,,
716,Florida,FL,02,H6FL00046,(I),Allen,Boyd,"Boyd, Allen",,DEM,Unopposed,,,,Unopposed,,,,,,
717,Florida,FL,02,,,,,,District Votes:,,,,,,,,,,,,
718,Florida,FL,03,H2FL03056,(I),Corrine,Brown,"Brown, Corrine",,DEM,Unopposed,,,,Unopposed,,,,,,
719,Florida,FL,03,,,,,,District Votes:,,,,,,,,,,,,
720,Florida,FL,04,H0FL04066,(I),Ander,Crenshaw,"Crenshaw, Ander",,REP,Unopposed,,,,141759,69.6676315492016%,,,,,
721,Florida,FL,04,H6FL04071,,Robert J. ,Harms,"Harms, Robert J. ",,DEM,Unopposed,,,,61704,30.3245052314981%,,,,,
722,Florida,FL,04,H6FL04089,,John,Blade,"Blade, John",,W,,,,,16,0.00786321930027177%,,,,,
723,Florida,FL,04,,,,,,District Votes:,,,,,,203479,,,,,,
724,Florida,FL,05,H2FL05127,(I),"Virginia ""Ginny""",Brown-Waite,"Brown-Waite, Virginia ""Ginny""",,REP,Unopposed,,,,162421,59.8500257940895%,,,,,
725,Florida,FL,05,H4FL05032,,John T.,Russell,"Russell, John T.",,DEM,20521,48.7956247770776%,,,108959,40.1499742059105%,,,,,
726,Florida,FL,05,H4FL05040,,Richard John,Penberthy,"Penberthy, Richard John",,DEM,16393,38.9799072642968%,,,,,,,,,
727,Florida,FL,05,H2FL05150,,"H. ""David""",Werder,"Werder, H. ""David""",,DEM,5141,12.2244679586256%,,,,,,,,,
728,Florida,FL,05,,,,,,Party Votes:,DEM,42055,,,,,,,,,,
729,Florida,FL,05,,,,,,District Votes:,,42055,,,,271380,,,,,,
730,Florida,FL,06,H8FL06056,(I),Clifford (Cliff) B.,Stearns,"Stearns, Clifford (Cliff) B.",,REP,Unopposed,,,,136601,59.8788404806053%,,,,,
731,Florida,FL,06,H2FL06091,,David E.,Bruderly,"Bruderly, David E.",,DEM,Unopposed,,,,91528,40.1211595193947%,,,,,
732,Florida,FL,06,,,,,,District Votes:,,,,,,228129,,,,,,
733,Florida,FL,07,H2FL08055,(I),John L.,Mica,"Mica, John L.",,REP,Unopposed,,,,149656,63.0821109425055%,,,,,
734,Florida,FL,07,H6FL07090,,John F. ,Chagnon,"Chagnon, John F. ",,DEM,Unopposed,,,,87584,36.9178890574945%,,,,,
735,Florida,FL,07,,,,,,District Votes:,,,,,,237240,,,,,,
736,Florida,FL,08,H0FL08042,(I),Ric ,Keller,"Keller, Ric ",,REP,30707,72.4768693353474%,,,95258,52.7908935736295%,,,,,
737,Florida,FL,08,H6FL08189,,Elizabeth ,Doran,"Doran, Elizabeth ",,REP,11661,27.5231306646526%,,,,,,,,,
738,Florida,FL,08,,,,,,Party Votes:,REP,42368,,,,,,,,,,
739,Florida,FL,08,H6FL08163,,Charlie,Stuart,"Stuart, Charlie",,DEM,12728,47.7258239904008%,,,82526,45.7349648644455%,,,,,
740,Florida,FL,08,H6FL08213,,Alan ,Grayson,"Grayson, Alan ",,DEM,9691,36.3380704188384%,,,,,,,,,
741,Florida,FL,08,H6FL08171,,Homer ,Hartage,"Hartage, Homer ",,DEM,4250,15.9361055907608%,,,,,,,,,
742,Florida,FL,08,,,,,,Party Votes:,DEM,26669,,,,,,,,,,
743,Florida,FL,08,H6FL08205,,Wes ,Hoaglund,"Hoaglund, Wes ",,IND,,,,,2640,1.46305779078274%,,,,,
744,Florida,FL,08,H6FL08221,,D.J. ,Mauro,"Mauro, D.J. ",,W,,,,,17,0.00942120547094944%,,,,,
745,Florida,FL,08,H6FL08239,,Larry ,Sapp,"Sapp, Larry ",,W,,,,,3,0.00166256567134402%,,,,,
746,Florida,FL,08,,,,,,District Votes:,,69037,,,,180444,,,,,,
747,Florida,FL,09,H6FL09070,,Gus Michael,Bilirakis,"Bilirakis, Gus Michael",,REP,40603,81.9964457369038%,,,123016,55.9130596828369%,,,,,
748,Florida,FL,09,H6FL09104,,David Domenic,Langheier,"Langheier, David Domenic",,REP,8915,18.0035542630962%,,,,,,,,,
749,Florida,FL,09,,,,,,Party Votes:,REP,49518,,,,,,,,,,
750,Florida,FL,09,H6FL09138,,Phyllis ,Busansky,"Busansky, Phyllis ",,DEM,Unopposed,,,,96978,44.0783044638271%,,,,,
751,Florida,FL,09,H2FL09095,,Andrew ,Pasayan,"Pasayan, Andrew ",,W,,,,,19,0.00863585333593924%,,,,,
752,Florida,FL,09,,,,,,District Votes:,,49518,,,,220013,,,,,,
753,Florida,FL,10,H6FL06035,(I),C.W. Bill,Young,"Young, C.W. Bill",,REP,Unopposed,,,,131488,65.9269472786984%,,,,,
754,Florida,FL,10,H6FL10102,,Samm,Simpson,"Simpson, Samm",,DEM,Unopposed,,,,67950,34.0695429817744%,,,,,
755,Florida,FL,10,H6FL10110,,Salvatore A.,Fiorella,"Fiorella, Salvatore A.",,W,,,,,7,0.00350973952718795%,,,,,
756,Florida,FL,10,,,,,,District Votes:,,,,,,199445,,,,,,
757,Florida,FL,11,H6FL11126,,Kathy ,Castor,"Castor, Kathy ",,DEM,21310,53.957563174153%,,,97470,69.6502836889569%,,,,,
758,Florida,FL,11,H6FL11100,,"Lesley ""Les""",Miller,"Miller, Lesley ""Les""",,DEM,13474,34.1165746695701%,,,,,,,,,
759,Florida,FL,11,H6FL11118,,Scott ,Farrell,"Farrell, Scott ",,DEM,1721,4.3576239428774%,,,,,,,,,
760,Florida,FL,11,H6FL11159,,Al ,Fox,"Fox, Al ",,DEM,1653,4.18544589051501%,,,,,,,,,
761,Florida,FL,11,H6FL11142,,Michael A. ,Steinberg,"Steinberg, Michael A. ",,DEM,1336,3.38279232288449%,,,,,,,,,
762,Florida,FL,11,,,,,,Party Votes:,DEM,39494,,,,,,,,,,
763,Florida,FL,11,H6FL11175,,"Eddie , Jr.",Adams,"Adams, Eddie , Jr.",,REP,Unopposed,,,,42454,30.3368538394478%,,,,,
764,Florida,FL,11,H6FL11167,,Jim ,Greenwald,"Greenwald, Jim ",,W,,,,,13,0.00928956281888211%,,,,,
765,Florida,FL,11,H6FL11191,,R. J. ,Spencer,"Spencer, R. J. ",,W,,,,,5,0.00357290877649312%,,,,,
766,Florida,FL,11,,,,,,District Votes:,,39494,,,,139942,,,,,,
767,Florida,FL,12,H0FL12051,(I),Adam H. ,Putnam,"Putnam, Adam H. ",,REP,Unopposed,,,,124452,69.1154256264439%,,,,,
768,Florida,FL,12,H6FL12157,,Joe ,Viscusi,"Viscusi, Joe ",,IND,,,,,34976,19.4242047272081%,,,,,
769,Florida,FL,12,H6FL12165,,Ed ,Bowlin,"Bowlin, Ed ",,IND,,,,,20636,11.460369646348%,,,,,
770,Florida,FL,12,,,,,,District Votes:,,,,,,180064,,,,,,
771,Florida,FL,13,H6FL13148,,Vern ,Buchanan,"Buchanan, Vern ",,REP,20918,32.3337558351625%,,,119309,50.0774399892549%,,,,,
772,Florida,FL,13,H6FL13122,,Nancy Carroll,Detert,"Detert, Nancy Carroll",,REP,15804,24.4288496614833%,,,,,,,,,
773,Florida,FL,13,H6FL13114,,Tramm ,Hudson,"Hudson, Tramm ",,REP,15535,24.0130460320895%,,,,,,,,,
774,Florida,FL,13,H6FL13171,,Mark G. ,Flanagan,"Flanagan, Mark G. ",,REP,6465,9.99319875104337%,,,,,,,,,
775,Florida,FL,13,H6FL13155,,Donna ,Clarke,"Clarke, Donna ",,REP,5972,9.23114972022135%,,,,,,,,,
776,Florida,FL,13,,,,,,Party Votes:,REP,64694,,,,,,,,,,
777,Florida,FL,13,H4FL13069,,Christine,Jennings,"Jennings, Christine",,DEM,23768,61.7880261002938%,,,118940,49.9225600107451%,,,,,
778,Florida,FL,13,H2FL13139,,Jan,Schneider,"Schneider, Jan",,DEM,14699,38.2119738997062%,,,,,,,,,
779,Florida,FL,13,,,,,,Party Votes:,DEM,38467,,,,,,,,,,
780,Florida,FL,13,,,,,,District Votes:,,103161,,,,238249,,,,,,
781,Florida,FL,14,H4FL14059,(I),Connie,Mack,"Mack, Connie",,REP,Unopposed,,,,151615,64.3693825650954%,,,,,
782,Florida,FL,14,H4FL14091,,Robert M.,Neeld,"Neeld, Robert M.",,DEM,Unopposed,,,,83920,35.6289192023402%,,,,,
783,Florida,FL,14,H6FL14088,,Richard ,Grayson,"Grayson, Richard ",,W,,,,,3,0.0012736744233439%,,,,,
784,Florida,FL,14,H6FL14096,,Dan ,,Dan ,,W,,,,,1,0.000424558141114635%,,,,,
785,Florida,FL,14,,,,,,District Votes:,,,,,,235539,,,,,,
786,Florida,FL,15,H4FL15114,(I),Dave,Weldon,"Weldon, Dave",,REP,Unopposed,,,,125965,56.2848806294934%,,,,,
787,Florida,FL,15 ,H6FL15135,,Bob,Bowman,"Bowman, Bob",,DEM,14965,54.4478806621794%,,,97834,43.7151193705066%,,,,,
788,Florida,FL,15,H6FL15143,,John M. ,Kennedy,"Kennedy, John M. ",,DEM,12520,45.5521193378206%,,,,,,,,,
789,Florida,FL,15,,,,,,Party Votes:,DEM,27485,,,,,,,,,,
790,Florida,FL,15,,,,,,District Votes:,,27485,,,,223799,,,,,,
791,Florida,FL,16,H6FL16059,,Tim ,Mahoney,"Mahoney, Tim ",,DEM,Unopposed,,,,115832,49.5489213895531%,,,,,
792,Florida,FL,16,H4FL16021,(I),Mark,Foley,"Foley, Mark",,REP*,Unopposed,,,,,,,,,,4
793,Florida,FL,16,H4FL16104,,Joe,Negron,"Negron, Joe",,REP,*,,,,111415,47.6594816338927%,,,,,4
794,Florida,FL,16,H6FL16075,,Emmie,Ross,"Ross, Emmie",,IND,,,,,6526,2.79159697655418%,,,,,
795,Florida,FL,16,,,,,,District Votes:,,,,,,233773,,,,,,
796,Florida,FL,17,H2FL17056,(I),Kendrick B.,Meek,"Meek, Kendrick B.",,DEM,32426,89.3869224831845%,,,90663,99.9746377610657%,,,,,
797,Florida,FL,17,H6FL17032,,Dufirstson ,Neree,"Neree, Dufirstson ",,DEM,3850,10.6130775168155%,,,,,,,,,
798,Florida,FL,17,,,,,,Party Votes:,DEM,36276,,,,,,,,,,
799,Florida,FL,17,H6FL17057,,Eric ,Simpson,"Simpson, Eric ",,W,,,,,23,0.0253622389343449%,,,,,
800,Florida,FL,17,,,,,,District Votes:,,36276,,,,90686,,,,,,
801,Florida,FL,18,H0FL18025,(I),Ileana,Ros-Lehtinen,"Ros-Lehtinen, Ileana",,REP,Unopposed,,,,79631,62.1476290075859%,,,,,
802,Florida,FL,18,H4FL18027,,"David ""Big Dave""",Patlak,"Patlak, David ""Big Dave""",,DEM,Unopposed,,,,48499,37.8508101020822%,,,,,
803,Florida,FL,18,H6FL18030,,Margaret ,Trowe,"Trowe, Margaret ",,W,,,,,2,0.00156089033184528%,,,,,
804,Florida,FL,18,,,,,,District Votes:,,,,,,128132,,,,,,
805,Florida,FL,19,H6FL19038,(I),Robert ,Wexler,"Wexler, Robert ",,DEM,Unopposed,,,,Unopposed,,,,,,
806,Florida,FL,19,,,,,,District Votes:,,,,,,,,,,,,
807,Florida,FL,20,H4FL20023,(I),Debbie ,Wasserman Schultz,"Wasserman Schultz, Debbie ",,DEM,Unopposed,,,,Unopposed,,,,,,
808,Florida,FL,20,,,,,,District Votes:,,,,,,,,,,,,
809,Florida,FL,21,H2FL19037,(I),Lincoln,Diaz-Balart,"Diaz-Balart, Lincoln",,REP,Unopposed,,,,66784,59.4661015439959%,,,,,
810,Florida,FL,21,H4FL21047,,Frank J.,Gonzalez,"Gonzalez, Frank J.",,DEM,Unopposed,,,,45522,40.5338984560041%,,,,,
811,Florida,FL,21,,,,,,District Votes:,,,,,,112306,,,,,,
812,Florida,FL,22,H6FL22040,,Ron ,Klein,"Klein, Ron ",,DEM,Unopposed,,,,108688,50.882704056553%,,,,,
813,Florida,FL,22,H0FL12010,(I),E. Clay ,Shaw,"Shaw, E. Clay ",,REP,Unopposed,,,,100663,47.1257695278669%,,,,,
814,Florida,FL,22,H6FL22065,,Neil ,Evangelista,"Evangelista, Neil ",,IND,,,,,4254,1.99152641558016%,,,,,
815,Florida,FL,22,,,,,,District Votes:,,,,,,213605,,,,,,
816,Florida,FL,23,H2FL23021,(I),Alcee L. ,Hastings,"Hastings, Alcee L. ",,DEM,Unopposed,,,,Unopposed,,,,,,
817,Florida,FL,23,,,,,,District Votes:,,,,,,,,,,,,
818,Florida,FL,24,H2FL00250,(I),Tom,Feeney,"Feeney, Tom",,REP,Unopposed,,,,123795,57.9407277050239%,,,,,
819,Florida,FL,24,H6FL24020,,Clint ,Curtis,"Curtis, Clint ",,DEM,15464,61.1708860759494%,,,89863,42.0592722949761%,,,,,
820,Florida,FL,24,H6FL24012,,"""Dr. Andy""",Michaud,"Michaud, ""Dr. Andy""",,DEM,9816,38.8291139240506%,,,,,,,,,
821,Florida,FL,24,,,,,,Party Votes:,DEM,25280,,,,,,,,,,
822,Florida,FL,24,,,,,,District Votes:,,25280,,,,213658,,,,,,
823,Florida,FL,25,H2FL25018,(I),Mario,Diaz-Balart,"Diaz-Balart, Mario",,REP,Unopposed,,,,60765,58.4655499215841%,,,,,
824,Florida,FL,25,H6FL18022,,Michael,Calderin,"Calderin, Michael",,DEM,Unopposed,,,,43168,41.5344500784159%,,,,,
825,Florida,FL,25,,,,,,District Votes:,,,,,,103933,,,,,,
826,Florida,FL,H,,,,,,House Votes:,,392306,,,,3851942,,,,,,
827,Georgia,GA,01,H2GA01157,(I),Jack ,Kingston,"Kingston, Jack ",,REP,27043,100%,,,94961,68.5000973822216%,,,,,
828,Georgia,GA,01,,,,,,Party Votes:,REP,27043,,,,,,,,,,
829,Georgia,GA,01,H6GA00028,,Jim ,Nelson,"Nelson, Jim ",,DEM ,20722,100%,,,43668,31.4999026177784%,,,,,
830,Georgia,GA,01,,,,,,Party Votes:,DEM ,20722,,,,,,,,,,
831,Georgia,GA,01,,,,,,District Votes:,,47765,,,,138629,,,,,,5
832,Georgia,GA,02,H2GA02031,(I),Sanford ,Bishop,"Bishop, Sanford ",,DEM,46059,100%,,,88662,67.8731368991572%,,,,,
833,Georgia,GA,02,,,,,,Party Votes:,DEM,46059,,,,,,,,,,
834,Georgia,GA,02,H6GA02107,,Bradley C.,Hughes,"Hughes, Bradley C.",,REP,11755,100%,,,41967,32.1268631008429%,,,,,
835,Georgia,GA,02,,,,,,Party Votes:,REP,11755,,,,,,,,,,
836,Georgia,GA,02,,,,,,District Votes:,,57814,,,,130629,,,,,,5
837,Georgia,GA,03,H4GA08067,(I),Lynn ,Westmoreland,"Westmoreland, Lynn ",,REP,39572,100%,,,130428,67.6497284736954%,,,,,
838,Georgia,GA,03,,,,,,Party Votes:,REP,39572,,,,,,,,,,
839,Georgia,GA,03,H6GA03071,,Mike,McGraw,"McGraw, Mike",,DEM,24197,100%,,,62371,32.3502715263046%,,,,,
840,Georgia,GA,03,,,,,,Party Votes:,DEM,24197,,,,,,,,,,
841,Georgia,GA,03,,,,,,District Votes:,,63769,,,,192799,,,,,,5
842,Georgia,GA,04,H6GA04129,,"Henry C. ""Hank,"" Jr.",Johnson,"Johnson, Henry C. ""Hank,"" Jr.",,DEM,27529,44.4030452595245%,41281,58.8081941990997%,106352,75.3233140218423%,,,,,
843,Georgia,GA,04,H2GA11016,(I),Cynthia ,McKinney,"McKinney, Cynthia ",,DEM,29216,47.1241007774444%,28915,41.1918058009003%,,,,,,,
844,Georgia,GA,04,H6GA04137,,"John F., III",Coyne,"Coyne, John F., III",,DEM,5253,8.47285396303107%,,,,,,,,,
845,Georgia,GA,04,,,,,,Party Votes:,DEM,61998,,70196,,,,,,,,
846,Georgia,GA,04,H2GA04102,,Catherine,Davis,"Davis, Catherine",,REP,8832,100%,,,34778,24.6313582730144%,,,,,
847,Georgia,GA,04,,,,,,Party Votes:,REP,8832,,,,,,,,,,
848,Georgia,GA,04,H6GA04145,,Loren,Collins,"Collins, Loren",,W,,,,,64,0.045327705143278%,,,,,
849,Georgia,GA,04,,,,,,District Votes:,,70830,,70196,,141194,,,,,,5
850,Georgia,GA,05,H6GA05217,(I),John,Lewis,"Lewis, John",,DEM,49993,100%,,,122380,99.9607932825824%,,,,,
851,Georgia,GA,05,,,,,,Party Votes:,DEM,49993,,,,,,,,,,
852,Georgia,GA,05,H6GA05282,,Eleanor,Garcia,"Garcia, Eleanor",,W,,,,,48,0.0392067174175842%,,,,,
853,Georgia,GA,05,,,,,,District Votes:,,49993,,,,122428,,,,,,5
854,Georgia,GA,06,H4GA06087,(I),Tom,Price,"Price, Tom",,REP,47921,82.277698607558%,,,144958,72.3877913828576%,,,,,
855,Georgia,GA,06,H6GA07122,,John ,Konop,"Konop, John ",,REP,10322,17.722301392442%,,,,,,,,,
856,Georgia,GA,06,,,,,,Party Votes:,REP,58243,,,,,,,,,,
857,Georgia,GA,06,H6GA06108,,Steve ,Sinton,"Sinton, Steve ",,DEM ,15989,100%,,,55294,27.6122086171424%,,,,,
858,Georgia,GA,06,,,,,,Party Votes:,DEM ,15989,,,,,,,,,,
859,Georgia,GA,06,,,,,,District Votes:,,74232,,,,200252,,,,,,5
860,Georgia,GA,07,H0GA04023,(I),John,Linder,"Linder, John",,REP,40940,100%,,,130561,70.9131299086436%,,,,,
861,Georgia,GA,07,,,,,,Party Votes:,REP,40940,,,,,,,,,,
862,Georgia,GA,07,H6GA07130,,Allan ,Burns,"Burns, Allan ",,DEM,15987,100%,,,53553,29.0868700913564%,,,,,
863,Georgia,GA,07,,,,,,Party Votes:,DEM,15987,,,,,,,,,,
864,Georgia,GA,07,,,,,,District Votes:,,56927,,,,184114,,,,,,5
